Facility Name|Health Facility Type|Catchment Area|Ownership Major Classification|Region Name                                             |Region PSGC|Province Name |Province PSGC|City/Municipality Name|Barangay Name|Latitude|Longitude|Precision Latitude/Longitude|catchment_area_icon
MABINI-J. RIZAL HEALTH CENTER|Rural Health Unit|Yes|Government|NATIONAL CAPITAL REGION (NCR)|130000000|NCR, SECOND DISTRICT (Not a Province)|137400000|CITY OF MANDALUYONG|MABINI-J. RIZAL|14.586056|121.021028|High|pin
MAKABAYAN HEALTH CENTER|Rural Health Unit|Yes|Government|NATIONAL CAPITAL REGION (NCR)|130000000|NCR, SECOND DISTRICT (Not a Province)|137400000|CITY OF MANDALUYONG|BARANGKA DRIVE|14.56992|121.036083|High|pin
MALAMIG HEALTH CENTER|Rural Health Unit|Yes|Government|NATIONAL CAPITAL REGION (NCR)|130000000|NCR, SECOND DISTRICT (Not a Province)|137400000|CITY OF MANDALUYONG|MALAMIG|14.575077|121.046565|High|pin
MARIA CLARA HEALTH CENTER|Rural Health Unit|Yes|Government|NATIONAL CAPITAL REGION (NCR)|130000000|NCR, SECOND DISTRICT (Not a Province)|137400000|CITY OF MANDALUYONG|HAGDANG BATO LIBIS|14.590839|121.034574|High|pin
MAUWAY HEALTH CENTER AND LYING IN CLINIC|Rural Health Unit|Yes|Government|NATIONAL CAPITAL REGION (NCR)|130000000|NCR, SECOND DISTRICT (Not a Province)|137400000|CITY OF MANDALUYONG|MAUWAY|14.579006|121.044247|High|pin
NAMAYAN HEALTH CENTER|Rural Health Unit|Yes|Government|NATIONAL CAPITAL REGION (NCR)|130000000|NCR, SECOND DISTRICT (Not a Province)|137400000|CITY OF MANDALUYONG|NAMAYAN|14.580266|121.019283|High|pin
PAG-ASA HEALTH CENTER|Rural Health Unit|Yes|Government|NATIONAL CAPITAL REGION (NCR)|130000000|NCR, SECOND DISTRICT (Not a Province)|137400000|CITY OF MANDALUYONG|PAG-ASA|14.589632|121.024246|High|pin
PEOPLE'S HEALTH CENTER|Rural Health Unit|Yes|Government|NATIONAL CAPITAL REGION (NCR)|130000000|NCR, SECOND DISTRICT (Not a Province)|137400000|CITY OF MANDALUYONG|HULO|14.569694|121.033956|High|pin
PLAINVIEW HEALTH CENTER|Rural Health Unit|Yes|Government|NATIONAL CAPITAL REGION (NCR)|130000000|NCR, SECOND DISTRICT (Not a Province)|137400000|CITY OF MANDALUYONG|PLAINVIEW|14.576947|121.038088|High|pin
PLEASANT HILLS HEALTH CENTER AND LYING IN CLINIC|Rural Health Unit|Yes|Government|NATIONAL CAPITAL REGION (NCR)|130000000|NCR, SECOND DISTRICT (Not a Province)|137400000|CITY OF MANDALUYONG|PLEASANT HILLS|14.586405|121.041541|High|pin
POBLACION HEALTH CENTER|Rural Health Unit|Yes|Government|NATIONAL CAPITAL REGION (NCR)|130000000|NCR, SECOND DISTRICT (Not a Province)|137400000|CITY OF MANDALUYONG|POBLACION|14.587998|121.026735|High|pin
SAN JOSE HEALTH CENTER|Rural Health Unit|Yes|Government|NATIONAL CAPITAL REGION (NCR)|130000000|NCR, SECOND DISTRICT (Not a Province)|137400000|CITY OF MANDALUYONG|SAN JOSE|14.58052|121.029682|High|pin
SANIBOY HEALTH CENTER|Rural Health Unit|Yes|Government|NATIONAL CAPITAL REGION (NCR)|130000000|NCR, SECOND DISTRICT (Not a Province)|137400000|CITY OF MANDALUYONG|HULO|14.575185|121.026331|High|pin
VERGARA HEALTH CENTER|Rural Health Unit|Yes|Government|NATIONAL CAPITAL REGION (NCR)|130000000|NCR, SECOND DISTRICT (Not a Province)|137400000|CITY OF MANDALUYONG|VERGARA|14.576897|121.024595|High|pin
WELFAREVILLE (MAIN) HEALTH CENTER|Rural Health Unit|Yes|Government|NATIONAL CAPITAL REGION (NCR)|130000000|NCR, SECOND DISTRICT (Not a Province)|137400000|CITY OF MANDALUYONG|ADDITION HILLS|14.58459|121.03815|High|pin
ZANIGA HEALTH CENTER|Rural Health Unit|Yes|Government|NATIONAL CAPITAL REGION (NCR)|130000000|NCR, SECOND DISTRICT (Not a Province)|137400000|CITY OF MANDALUYONG|OLD ZAÑIGA|14.580233|121.027339|High|pin
BALUBAD HEALTH CENTER|Rural Health Unit|Yes|Government|NATIONAL CAPITAL REGION (NCR)|130000000|NCR, SECOND DISTRICT (Not a Province)|137400000|CITY OF MARIKINA|NANGKA|14.6689134|121.1025244|High|pin
BARANGKA HEALTH CENTER|Rural Health Unit|Yes|Government|NATIONAL CAPITAL REGION (NCR)|130000000|NCR, SECOND DISTRICT (Not a Province)|137400000|CITY OF MARIKINA|BARANGKA|14.6333|121.08283|High|pin
CONCEPCION DOS HEALTH CENTER|Rural Health Unit|Yes|Government|NATIONAL CAPITAL REGION (NCR)|130000000|NCR, SECOND DISTRICT (Not a Province)|137400000|CITY OF MARIKINA|CONCEPCION DOS|14.6384399|121.1117834|High|pin
CONCEPCION UNO HEALTH CENTER|Rural Health Unit|Yes|Government|NATIONAL CAPITAL REGION (NCR)|130000000|NCR, SECOND DISTRICT (Not a Province)|137400000|CITY OF MARIKINA|CONCEPCION UNO|14.65432|121.10499|High|pin
IVC (OLANDES) HEALTH CENTER|Rural Health Unit|Yes|Government|NATIONAL CAPITAL REGION (NCR)|130000000|NCR, SECOND DISTRICT (Not a Province)|137400000|CITY OF MARIKINA|INDUSTRIAL VALLEY|14.6186|121.07806|High|pin
JESUS DE LA PEÑA HEALTH CENTER|Rural Health Unit|Yes|Government|NATIONAL CAPITAL REGION (NCR)|130000000|NCR, SECOND DISTRICT (Not a Province)|137400000|CITY OF MARIKINA|JESUS DE LA PEÑA|14.63698|121.09081|High|pin
KALUMPANG HEALTH CENTER|Rural Health Unit|Yes|Government|NATIONAL CAPITAL REGION (NCR)|130000000|NCR, SECOND DISTRICT (Not a Province)|137400000|CITY OF MARIKINA|CALUMPANG|14.622|121.09325|High|pin
MALANDAY HEALTH CENTER|Rural Health Unit|Yes|Government|NATIONAL CAPITAL REGION (NCR)|130000000|NCR, SECOND DISTRICT (Not a Province)|137400000|CITY OF MARIKINA|MALANDAY|14.6509395|121.0965596|High|pin
MARIKINA CITY HEALTH OFFICE|Rural Health Unit|Yes|Government|NATIONAL CAPITAL REGION (NCR)|130000000|NCR, SECOND DISTRICT (Not a Province)|137400000|CITY OF MARIKINA|SANTO NIÑO|14.6363542|121.097672|High|pin
MARIKINA HEIGHTS HEALTH CENTER|Rural Health Unit|Yes|Government|NATIONAL CAPITAL REGION (NCR)|130000000|NCR, SECOND DISTRICT (Not a Province)|137400000|CITY OF MARIKINA|MARIKINA HEIGHTS (CONCEPCION)|14.6496868|121.1174939|High|pin
NANGKA HEALTH CENTER|Rural Health Unit|Yes|Government|NATIONAL CAPITAL REGION (NCR)|130000000|NCR, SECOND DISTRICT (Not a Province)|137400000|CITY OF MARIKINA|NANGKA|14.6728352|121.1096766|High|pin
P. GONZALES MEMORIAL HOSPITAL, INC.|Infirmary|Yes|Private|NATIONAL CAPITAL REGION (NCR)|130000000|NCR, SECOND DISTRICT (Not a Province)|137400000|CITY OF MARIKINA|MALANDAY|14.649166|121.098473|High|pin
PARANG HEALTH CENTER|Rural Health Unit|Yes|Government|NATIONAL CAPITAL REGION (NCR)|130000000|NCR, SECOND DISTRICT (Not a Province)|137400000|CITY OF MARIKINA|PARANG|14.6575645|121.1083451|High|pin
PUGAD LAWIN HEALTH CENTER|Rural Health Unit|Yes|Government|NATIONAL CAPITAL REGION (NCR)|130000000|NCR, SECOND DISTRICT (Not a Province)|137400000|CITY OF MARIKINA|FORTUNE|14.6583042|121.131162|High|pin
SAN RAMON HOSPITAL, INC.|Infirmary|Yes|Private|NATIONAL CAPITAL REGION (NCR)|130000000|NCR, SECOND DISTRICT (Not a Province)|137400000|CITY OF MARIKINA|CONCEPCION DOS|14.6441625|121.1172398|High|pin
SAN ROQUE HEALTH CENTER|Rural Health Unit|Yes|Government|NATIONAL CAPITAL REGION (NCR)|130000000|NCR, SECOND DISTRICT (Not a Province)|137400000|CITY OF MARIKINA|SAN ROQUE|14.62376|121.097|High|pin
SANTA ELENA HEALTH CENTER|Rural Health Unit|Yes|Government|NATIONAL CAPITAL REGION (NCR)|130000000|NCR, SECOND DISTRICT (Not a Province)|137400000|CITY OF MARIKINA|SANTA ELENA (POB.)|14.6328713|121.0976925|High|pin
SANTO NIÑO HEALTH CENTER|Rural Health Unit|Yes|Government|NATIONAL CAPITAL REGION (NCR)|130000000|NCR, SECOND DISTRICT (Not a Province)|137400000|CITY OF MARIKINA|SANTO NIÑO|14.64068|121.09672|High|pin
TAÑONG HEALTH CENTER|Rural Health Unit|Yes|Government|NATIONAL CAPITAL REGION (NCR)|130000000|NCR, SECOND DISTRICT (Not a Province)|137400000|CITY OF MARIKINA|TAÑONG|14.63385|121.08448|High|pin
TUMANA HEALTH CENTER|Rural Health Unit|Yes|Government|NATIONAL CAPITAL REGION (NCR)|130000000|NCR, SECOND DISTRICT (Not a Province)|137400000|CITY OF MARIKINA|TUMANA|14.6535233|121.1026623|High|pin
BAGONG ILOG HEALTH CENTER|Rural Health Unit|Yes|Government|NATIONAL CAPITAL REGION (NCR)|130000000|NCR, SECOND DISTRICT (Not a Province)|137400000|CITY OF PASIG|BAGONG ILOG|14.563727|121.0722238|High|pin
BAGONG ILOG PUERICULTURE CENTER|Rural Health Unit|Yes|Government|NATIONAL CAPITAL REGION (NCR)|130000000|NCR, SECOND DISTRICT (Not a Province)|137400000|CITY OF PASIG|BAGONG ILOG|14.561866|121.070747|High|pin
BAGONG KATIPUNAN HEALTH CENTER|Rural Health Unit|Yes|Government|NATIONAL CAPITAL REGION (NCR)|130000000|NCR, SECOND DISTRICT (Not a Province)|137400000|CITY OF PASIG|BAGONG KATIPUNAN|14.5585522|121.0752077|High|pin
BAMBANG BARANGAY HEALTH STATION|Barangay Health Station|Yes|Government|NATIONAL CAPITAL REGION (NCR)|130000000|NCR, SECOND DISTRICT (Not a Province)|137400000|CITY OF PASIG|BAMBANG|14.5548|121.078127|Medium|pin
BAMBANG HEALTH CENTER|Rural Health Unit|Yes|Government|NATIONAL CAPITAL REGION (NCR)|130000000|NCR, SECOND DISTRICT (Not a Province)|137400000|CITY OF PASIG|BAMBANG|14.554543|121.0852589|High|pin
BUTING HEALTH CENTER|Rural Health Unit|Yes|Government|NATIONAL CAPITAL REGION (NCR)|130000000|NCR, SECOND DISTRICT (Not a Province)|137400000|CITY OF PASIG|BUTING|14.553255|121.068873|High|pin
CANIOGAN HEALTH CENTER|Rural Health Unit|Yes|Government|NATIONAL CAPITAL REGION (NCR)|130000000|NCR, SECOND DISTRICT (Not a Province)|137400000|CITY OF PASIG|CANIOGAN|14.5720669|121.0805026|High|pin
CENTER FOR DIALYSIS, HEALTHY LIFESTYLE, AMBULLATORY SURGERY, MATERNITY CLINIC AND NEWBORN CARE OF PASIG CITY (CHAMP)|Rural Health Unit|Yes|Government|NATIONAL CAPITAL REGION (NCR)|130000000|NCR, SECOND DISTRICT (Not a Province)|137400000|CITY OF PASIG|SAN NICOLAS (POB.)|14.559482|121.082916|High|pin
DELA PAZ HEALTH CENTER|Rural Health Unit|Yes|Government|NATIONAL CAPITAL REGION (NCR)|130000000|NCR, SECOND DISTRICT (Not a Province)|137400000|CITY OF PASIG|DELA PAZ|14.6134861|121.0959186|High|pin
DELA PAZ HEALTH CENTER ANNEX|Rural Health Unit|Yes|Government|NATIONAL CAPITAL REGION (NCR)|130000000|NCR, SECOND DISTRICT (Not a Province)|137400000|CITY OF PASIG|DELA PAZ|14.61062767|121.1021987|Medium|pin
DOÑA BETANG HEALTH CENTER|Rural Health Unit|Yes|Government|NATIONAL CAPITAL REGION (NCR)|130000000|NCR, SECOND DISTRICT (Not a Province)|137400000|CITY OF PASIG|SANTOLAN|14.620556|121.091861|High|pin
E. SANTOS HEALTH CENTER|Rural Health Unit|Yes|Government|NATIONAL CAPITAL REGION (NCR)|130000000|NCR, SECOND DISTRICT (Not a Province)|137400000|CITY OF PASIG|PINAGBUHATAN|14.5610002|121.0872559|High|pin
ISMAR HEALTH CENTER|Rural Health Unit|Yes|Government|NATIONAL CAPITAL REGION (NCR)|130000000|NCR, SECOND DISTRICT (Not a Province)|137400000|CITY OF PASIG|KALAWAAN|14.5495709|121.0922768|High|pin
KALAWAAN HEALTH CENTER|Rural Health Unit|Yes|Government|NATIONAL CAPITAL REGION (NCR)|130000000|NCR, SECOND DISTRICT (Not a Province)|137400000|CITY OF PASIG|KALAWAAN|14.551491|121.0865026|High|pin
KAPASIGAN HEALTH CENTER|Rural Health Unit|Yes|Government|NATIONAL CAPITAL REGION (NCR)|130000000|NCR, SECOND DISTRICT (Not a Province)|137400000|CITY OF PASIG|KAPASIGAN|14.5645508|121.0743922|High|pin
KAPITOLYO HEALTH CENTER|Rural Health Unit|Yes|Government|NATIONAL CAPITAL REGION (NCR)|130000000|NCR, SECOND DISTRICT (Not a Province)|137400000|CITY OF PASIG|KAPITOLYO|14.5717135|121.0591686|High|pin
KARANGALAN HEALTH CENTER|Rural Health Unit|Yes|Government|NATIONAL CAPITAL REGION (NCR)|130000000|NCR, SECOND DISTRICT (Not a Province)|137400000|CITY OF PASIG|MANGGAHAN|14.603356|121.101978|High|pin
MALINAO HEALTH CENTER|Rural Health Unit|Yes|Government|NATIONAL CAPITAL REGION (NCR)|130000000|NCR, SECOND DISTRICT (Not a Province)|137400000|CITY OF PASIG|MALINAO|14.55764|121.078783|High|pin
MANGGAHAN HEALTH CENTER|Rural Health Unit|Yes|Government|NATIONAL CAPITAL REGION (NCR)|130000000|NCR, SECOND DISTRICT (Not a Province)|137400000|CITY OF PASIG|MANGGAHAN|14.59795|121.09157|Medium|pin
MAYBUNGA FLOODWAY HEALTH CENTER|Rural Health Unit|Yes|Government|NATIONAL CAPITAL REGION (NCR)|130000000|NCR, SECOND DISTRICT (Not a Province)|137400000|CITY OF PASIG|MAYBUNGA|14.5759146|121.09879|High|pin
MAYBUNGA HEALTH CENTER|Rural Health Unit|Yes|Government|NATIONAL CAPITAL REGION (NCR)|130000000|NCR, SECOND DISTRICT (Not a Province)|137400000|CITY OF PASIG|MAYBUNGA|14.5785088|121.0815964|High|pin
NAGPAYONG SUPER HEALTH CENTER|Rural Health Unit|Yes|Government|NATIONAL CAPITAL REGION (NCR)|130000000|NCR, SECOND DISTRICT (Not a Province)|137400000|CITY OF PASIG|PINAGBUHATAN|14.5449041|121.1024035|High|pin
NAPICO HEALTH CENTER|Rural Health Unit|Yes|Government|NATIONAL CAPITAL REGION (NCR)|130000000|NCR, SECOND DISTRICT (Not a Province)|137400000|CITY OF PASIG|MANGGAHAN|14.5984266|121.0945994|High|pin
ORANBO HEALTH CENTER|Rural Health Unit|Yes|Government|NATIONAL CAPITAL REGION (NCR)|130000000|NCR, SECOND DISTRICT (Not a Province)|137400000|CITY OF PASIG|ORANBO|14.5734251|121.0641521|High|pin
PALATIW HEALTH CENTER|Rural Health Unit|Yes|Government|NATIONAL CAPITAL REGION (NCR)|130000000|NCR, SECOND DISTRICT (Not a Province)|137400000|CITY OF PASIG|PALATIW|14.56321|121.09065|Medium|pin
PALATIW HEALTH CENTER II|Rural Health Unit|Yes|Government|NATIONAL CAPITAL REGION (NCR)|130000000|NCR, SECOND DISTRICT (Not a Province)|137400000|CITY OF PASIG|PALATIW|14.56321854|121.0906434|Medium|pin
PASIG CAPITOLYO OPEN SPACE RURAL HEALTH UNIT II|Rural Health Unit|Yes|Government|NATIONAL CAPITAL REGION (NCR)|130000000|NCR, SECOND DISTRICT (Not a Province)|137400000|CITY OF PASIG|KAPITOLYO|14.571145|121.059729|low|pin
PASIG CITY HEALTH OFFICE/CENTER|Rural Health Unit|Yes|Government|NATIONAL CAPITAL REGION (NCR)|130000000|NCR, SECOND DISTRICT (Not a Province)|137400000|CITY OF PASIG|SAN NICOLAS (POB.)|14.5587307|121.0819168|High|pin
PINAGBUHATAN HEALTH CENTER|Rural Health Unit|Yes|Government|NATIONAL CAPITAL REGION (NCR)|130000000|NCR, SECOND DISTRICT (Not a Province)|137400000|CITY OF PASIG|PINAGBUHATAN|14.554867|121.091319|High|pin
PINAGBUHATAN PUERICULTURE CENTER|Rural Health Unit|Yes|Government|NATIONAL CAPITAL REGION (NCR)|130000000|NCR, SECOND DISTRICT (Not a Province)|137400000|CITY OF PASIG|PINAGBUHATAN|14.5565922|121.0912367|High|pin
PINEDA HEALTH CENTER|Rural Health Unit|Yes|Government|NATIONAL CAPITAL REGION (NCR)|130000000|NCR, SECOND DISTRICT (Not a Province)|137400000|CITY OF PASIG|PINEDA|14.5664307|121.0593483|High|pin
ROSARIO SUPER HEALTH CENTER|Rural Health Unit|Yes|Government|NATIONAL CAPITAL REGION (NCR)|130000000|NCR, SECOND DISTRICT (Not a Province)|137400000|CITY OF PASIG|ROSARIO|14.5886156|121.0878121|High|pin
SAGAD HEALTH CENTER|Rural Health Unit|Yes|Government|NATIONAL CAPITAL REGION (NCR)|130000000|NCR, SECOND DISTRICT (Not a Province)|137400000|CITY OF PASIG|SAGAD|14.566174|121.079404|High|pin
SAN ANTONIO HEALTH CENTER|Rural Health Unit|Yes|Government|NATIONAL CAPITAL REGION (NCR)|130000000|NCR, SECOND DISTRICT (Not a Province)|137400000|CITY OF PASIG|SAN ANTONIO|14.5778444|121.0604275|High|pin
SAN JOAQUIN HEALTH CENTER|Rural Health Unit|Yes|Government|NATIONAL CAPITAL REGION (NCR)|130000000|NCR, SECOND DISTRICT (Not a Province)|137400000|CITY OF PASIG|SAN JOAQUIN|14.551182|121.076421|High|pin
SAN JOSE HEALTH CENTER|Rural Health Unit|Yes|Government|NATIONAL CAPITAL REGION (NCR)|130000000|NCR, SECOND DISTRICT (Not a Province)|137400000|CITY OF PASIG|SAN JOSE|14.561125|121.0733483|High|pin
SAN MIGUEL HEALTH CENTER|Rural Health Unit|Yes|Government|NATIONAL CAPITAL REGION (NCR)|130000000|NCR, SECOND DISTRICT (Not a Province)|137400000|CITY OF PASIG|SAN MIGUEL|14.5651942|121.0855167|High|pin
SAN NICOLAS HEALTH CENTER|Rural Health Unit|Yes|Government|NATIONAL CAPITAL REGION (NCR)|130000000|NCR, SECOND DISTRICT (Not a Province)|137400000|CITY OF PASIG|SAN NICOLAS (POB.)|14.563141|121.078211|High|pin
SANTA CRUZ HEALTH CENTER|Rural Health Unit|Yes|Government|NATIONAL CAPITAL REGION (NCR)|130000000|NCR, SECOND DISTRICT (Not a Province)|137400000|CITY OF PASIG|SANTA CRUZ|14.563524|121.078855|High|pin
SANTA LUCIA HEALTH CENTER|Rural Health Unit|Yes|Government|NATIONAL CAPITAL REGION (NCR)|130000000|NCR, SECOND DISTRICT (Not a Province)|137400000|CITY OF PASIG|SANTA LUCIA|14.584841|121.1011473|High|pin
SANTA LUCIA MINI FLOODWAY HEALTH CENTER|Rural Health Unit|Yes|Government|NATIONAL CAPITAL REGION (NCR)|130000000|NCR, SECOND DISTRICT (Not a Province)|137400000|CITY OF PASIG|SANTA LUCIA|14.5806358|121.098585|High|pin
SANTO TOMAS HEALTH CENTER|Rural Health Unit|Yes|Government|NATIONAL CAPITAL REGION (NCR)|130000000|NCR, SECOND DISTRICT (Not a Province)|137400000|CITY OF PASIG|SANTO TOMAS|14.5643401|121.08063|High|pin
SANTOLAN SUPER HEALTH CENTER|Rural Health Unit|Yes|Government|NATIONAL CAPITAL REGION (NCR)|130000000|NCR, SECOND DISTRICT (Not a Province)|137400000|CITY OF PASIG|SANTOLAN|14.6168289|121.0815258|High|pin
SUMILANG HEALTH CENTER|Rural Health Unit|Yes|Government|NATIONAL CAPITAL REGION (NCR)|130000000|NCR, SECOND DISTRICT (Not a Province)|137400000|CITY OF PASIG|SUMILANG|14.557335|121.0749869|High|pin
SUMILANG SUPER HEALTH CENTER|Rural Health Unit|Yes|Government|NATIONAL CAPITAL REGION (NCR)|130000000|NCR, SECOND DISTRICT (Not a Province)|137400000|CITY OF PASIG|SANTA ROSA|14.558834|121.073324|High|pin
UGONG HEALTH CENTER|Rural Health Unit|Yes|Government|NATIONAL CAPITAL REGION (NCR)|130000000|NCR, SECOND DISTRICT (Not a Province)|137400000|CITY OF PASIG|UGONG|14.5789096|121.078573|High|pin
ADDITION HILLS HEALTH CENTER|Rural Health Unit|Yes|Government|NATIONAL CAPITAL REGION (NCR)|130000000|NCR, SECOND DISTRICT (Not a Province)|137400000|CITY OF SAN JUAN|ADDITION HILLS|14.5919937|121.0335473|High|pin
BALONG-BATO HEALTH CENTER|Barangay Health Station|Yes|Government|NATIONAL CAPITAL REGION (NCR)|130000000|NCR, SECOND DISTRICT (Not a Province)|137400000|CITY OF SAN JUAN|BALONG-BATO|14.6079656|121.0235141|High|pin
BATIS HEALTH CENTER|Rural Health Unit|Yes|Government|NATIONAL CAPITAL REGION (NCR)|130000000|NCR, SECOND DISTRICT (Not a Province)|137400000|CITY OF SAN JUAN|BATIS|14.5984358|121.0247737|High|pin
CORAZON DE JESUS HEALTH CENTER|Rural Health Unit|Yes|Government|NATIONAL CAPITAL REGION (NCR)|130000000|NCR, SECOND DISTRICT (Not a Province)|137400000|CITY OF SAN JUAN|CORAZON DE JESUS|14.6066483|121.0314782|High|pin
ERMITAÑO HEALTH STATION|Barangay Health Station|Yes|Government|NATIONAL CAPITAL REGION (NCR)|130000000|NCR, SECOND DISTRICT (Not a Province)|137400000|CITY OF SAN JUAN|ERMITAÑO|14.6119371|121.0306569|High|pin
GREENHILLS HEALTH CENTER|Rural Health Unit|Yes|Government|NATIONAL CAPITAL REGION (NCR)|130000000|NCR, SECOND DISTRICT (Not a Province)|137400000|CITY OF SAN JUAN|GREENHILLS|14.60593|121.05605|Medium|pin
KABAYANAN HEALTH CENTER|Rural Health Unit|Yes|Government|NATIONAL CAPITAL REGION (NCR)|130000000|NCR, SECOND DISTRICT (Not a Province)|137400000|CITY OF SAN JUAN|KABAYANAN|14.5976974|121.0303885|High|pin
LITTLE BAGUIO HEALTH CENTER|Barangay Health Station|Yes|Government|NATIONAL CAPITAL REGION (NCR)|130000000|NCR, SECOND DISTRICT (Not a Province)|137400000|CITY OF SAN JUAN|LITTLE BAGUIO|14.603575|121.0357|High|pin
MAYTUNAS HEALTH CENTER|Barangay Health Station|Yes|Government|NATIONAL CAPITAL REGION (NCR)|130000000|NCR, SECOND DISTRICT (Not a Province)|137400000|CITY OF SAN JUAN|MAYTUNAS|14.594329|121.0316677|High|pin
ONSE HEALTH CENTER|Barangay Health Station|Yes|Government|NATIONAL CAPITAL REGION (NCR)|130000000|NCR, SECOND DISTRICT (Not a Province)|137400000|CITY OF SAN JUAN|ONSE|14.6010268|121.032229|High|pin
PASADEÑA HEALTH CENTER|Rural Health Unit|Yes|Government|NATIONAL CAPITAL REGION (NCR)|130000000|NCR, SECOND DISTRICT (Not a Province)|137400000|CITY OF SAN JUAN|PASADEÑA|14.6084431|121.0336505|High|pin
PEDRO CRUZ HEALTH CENTER|Rural Health Unit|Yes|Government|NATIONAL CAPITAL REGION (NCR)|130000000|NCR, SECOND DISTRICT (Not a Province)|137400000|CITY OF SAN JUAN|PEDRO CRUZ|14.6038214|121.0270927|High|pin
PROGRESSO HEALTH STATION|Barangay Health Station|Yes|Government|NATIONAL CAPITAL REGION (NCR)|130000000|NCR, SECOND DISTRICT (Not a Province)|137400000|CITY OF SAN JUAN|PROGRESO|14.602373|121.019989|High|pin
RIVERA HEALTH STATION|Barangay Health Station|Yes|Government|NATIONAL CAPITAL REGION (NCR)|130000000|NCR, SECOND DISTRICT (Not a Province)|137400000|CITY OF SAN JUAN|RIVERA|14.604861|121.021028|High|pin
SALAPAN HEALTH CENTER|Rural Health Unit|Yes|Government|NATIONAL CAPITAL REGION (NCR)|130000000|NCR, SECOND DISTRICT (Not a Province)|137400000|CITY OF SAN JUAN|SALAPAN|14.6121873|121.0250355|High|pin
SAN JUAN CITY HEALTH OFFICE I|Rural Health Unit|Yes|Government|NATIONAL CAPITAL REGION (NCR)|130000000|NCR, SECOND DISTRICT (Not a Province)|137400000|CITY OF SAN JUAN|PEDRO CRUZ|14.601296|121.029108|High|pin
SAN JUAN CITY HEALTH OFFICE II|Rural Health Unit|Yes|Government|NATIONAL CAPITAL REGION (NCR)|130000000|NCR, SECOND DISTRICT (Not a Province)|137400000|CITY OF SAN JUAN|TIBAGAN|14.60142|121.02918|Medium|pin
SAN PERFECTO HEALTH STATION|Barangay Health Station|Yes|Government|NATIONAL CAPITAL REGION (NCR)|130000000|NCR, SECOND DISTRICT (Not a Province)|137400000|CITY OF SAN JUAN|SAN PERFECTO|14.6028536|121.0218858|High|pin
SANTA LUCIA HEALTH CENTER|Rural Health Unit|Yes|Government|NATIONAL CAPITAL REGION (NCR)|130000000|NCR, SECOND DISTRICT (Not a Province)|137400000|CITY OF SAN JUAN|SANTA LUCIA|14.597712|121.03525|High|pin
TIBAGAN HEALTH CENTER|Barangay Health Station|Yes|Government|NATIONAL CAPITAL REGION (NCR)|130000000|NCR, SECOND DISTRICT (Not a Province)|137400000|CITY OF SAN JUAN|TIBAGAN|14.6012794|121.0290941|High|pin
WEST CRAME HEALTH CENTER|Rural Health Unit|Yes|Government|NATIONAL CAPITAL REGION (NCR)|130000000|NCR, SECOND DISTRICT (Not a Province)|137400000|CITY OF SAN JUAN|WEST CRAME|14.6047325|121.0502761|High|pin
ANN-FRANCIS MOTHER AND CHILD HOSPITAL|Infirmary|Yes|Private|NATIONAL CAPITAL REGION (NCR)|130000000|NCR, SECOND DISTRICT (Not a Province)|137400000|QUEZON CITY|BAGBAG|14.6944505|121.0312148|High|pin
APOLONIO SAMSON HEALTH CENTER|Rural Health Unit|Yes|Government|NATIONAL CAPITAL REGION (NCR)|130000000|NCR, SECOND DISTRICT (Not a Province)|137400000|QUEZON CITY|APOLONIO SAMSON|14.6552|121.01151|High|pin
ARSENIA J. MAXIMO SUPER HEALTH CENTER|Rural Health Unit|Yes|Government|NATIONAL CAPITAL REGION (NCR)|130000000|NCR, SECOND DISTRICT (Not a Province)|137400000|QUEZON CITY|NOVALICHES PROPER|14.720749|121.039522|High|pin
BAESA HEALTH CENTER|Rural Health Unit|Yes|Government|NATIONAL CAPITAL REGION (NCR)|130000000|NCR, SECOND DISTRICT (Not a Province)|137400000|QUEZON CITY|BAESA|14.668743|121.011907|High|pin
BAGBAG HEALTH CENTER|Rural Health Unit|Yes|Government|NATIONAL CAPITAL REGION (NCR)|130000000|NCR, SECOND DISTRICT (Not a Province)|137400000|QUEZON CITY|BAGBAG|14.696596|121.030803|High|pin
BAGO BANTAY HEALTH CENTER|Rural Health Unit|Yes|Government|NATIONAL CAPITAL REGION (NCR)|130000000|NCR, SECOND DISTRICT (Not a Province)|137400000|QUEZON CITY|ALICIA|14.6600126|121.0258135|High|pin
BAGONG PAG-ASA HEALTH CENTER|Rural Health Unit|Yes|Government|NATIONAL CAPITAL REGION (NCR)|130000000|NCR, SECOND DISTRICT (Not a Province)|137400000|QUEZON CITY|BAGONG PAG-ASA|14.6622805|121.0341009|High|pin
BAGONG SILANGAN HEALTH CENTER|Rural Health Unit|Yes|Government|NATIONAL CAPITAL REGION (NCR)|130000000|NCR, SECOND DISTRICT (Not a Province)|137400000|QUEZON CITY|BAGONG SILANGAN|14.69754|121.1107|Medium|pin
BALINGASA HEALTH CENTER|Rural Health Unit|Yes|Government|NATIONAL CAPITAL REGION (NCR)|130000000|NCR, SECOND DISTRICT (Not a Province)|137400000|QUEZON CITY|BALINGASA|14.6483393|121.0047541|High|pin
BANLAT HEALTH CENTER|Rural Health Unit|Yes|Government|NATIONAL CAPITAL REGION (NCR)|130000000|NCR, SECOND DISTRICT (Not a Province)|137400000|QUEZON CITY|TANDANG SORA|14.6795153|121.0337896|High|pin
