ID|Facility_Code|Facility Name|Region Name|Province_name|City/Municipality Name|Barangay Name|Health Facility Type|Ownership Major Classification|Date Operational|Operational Status|Functionality_status|total_no_of_days_operational_in_week|opeational_days_in_month|Machine_operation_hours_daily|total_hours_operation_in_month|Total Machines|Combined Total Modules of ALL GX machines|Combined Total of Functional Modules|Combined Total of Non-Functional Modules|avg_time_to_complete_test_in_hr|Estimated_test_can_be_done_in_month|Total_test_completed|Percentage_utilization|Xpert_utilization_rate|Percentage_availability|utilization_threshold|Latitude|Longitude|average_utilization|staddev_utilization|zscore|Open_From|Open_To|Source_latitude|Source_longitude|amount|Disease_type|STrider_allocated|stRider_location_lat|stRider_location_long|stRider_address|mean_utilization|std_deviation|zscore_calculated|UtilizationCategory|Source_lat|Source_lon|Source_lat_rad|Source_lon_rad|Latitude_rad|Longitude_rad|Distance_to_Source_km|Cluster|source_facility_icon|target_facility_icon|DrivingDistance|DrivingTime|route_path_string
49|DOH000000000004976|Amparo Health Center|NATIONAL CAPITAL REGION|NCR, THIRD DISTRICT|CALOOCAN CITY|BARANGAY 179|Rural Health Unit|Government|11-11-2021|Operational|Functional|3|12|12|144|1|4|4|0|3|192|99.0|51.56|24.75|100.0|0|14.746767|121.079117|50.61693694|34.2588236|0.027527596|09-01-2023 07:00|09-01-2023 18:00|14.5786085|120.9861|505|TB|BAUTISTA, Danilo Jr , C.|14.77854|121.03601|176, Caloocan, Metro Manila, Philippines|50.61693693693694|34.258823595808344|0.027527596224245443|Optimally Utilized|14.5786085|120.9861|0.25444471868423174|2.1116057941471116|0.25737963817444665|2.113229247057439|21.207370773091327|Cluster_gthn_10km|car|place|7.1|00:21:16|LINESTRING (121.036011 14.778428,121.03705000000002 14.77994,121.05995000000004 14.768210000000009,121.05988000000005 14.76756000000001,121.06373000000004 14.767000000000012,121.06345000000003 14.765660000000013,121.06344000000003 14.764630000000016,121.06430000000003 14.764510000000016,121.06444000000003 14.764260000000016,121.06441000000005 14.763570000000016,121.06469000000006 14.763430000000016,121.06455000000004 14.762480000000018,121.07331000000003 14.758840000000015,121.07355000000004 14.757520000000016,121.07396000000004 14.757650000000016,121.07432000000004 14.757380000000015,121.07452000000005 14.756500000000015,121.07931000000005 14.750180000000018,121.07974000000007 14.746870000000017,121.07911200000007 14.746818000000017)
50|DOH000000000005032|UP Philippine General Hospital|NATIONAL CAPITAL REGION|NCR, FIRST DISTRICT|ERMITA|BARANGAY  670|Hospital||04-03-2021|Operational|Functional|2|8|12|96|1|4|4|0|3|128||0.0|0|100.0|0|14.5787087|120.9860011|50.61693694|34.2588236|-1.477486137|09-01-2023 07:00|09-01-2023 18:00|14.5786085|120.9861|2037|Covid-19|DOMINGO, Johanna Roman|14.589613|120.9749784|HXPQ+35G, Conde de Gamazo, Intramuros, Manila, Metro Manila, Philippines|50.61693693693694|34.258823595808344|0.0|Underutilized|14.5786085|120.9861|0.25444471868423174|2.1116057941471116|0.25444646750414224|2.111604068016481|0.015408238216208335|Cluster_5km|car|place|3.1|00:08:09|LINESTRING (120.97495 14.58959,120.9744 14.58912,120.97362 14.589929999999999,120.97839 14.59384,120.98063000000002 14.590170000000002,120.98724000000004 14.577780000000006,120.98685000000005 14.577590000000006,120.98632000000005 14.578620000000006)
51|DOH000000000005074|Batasan Hills Super Health Center|NATIONAL CAPITAL REGION|NCR, SECOND DISTRICT|QUEZON CITY|BATASAN HILLS|Rural Health Unit|Government|13-01-2016|Operational|Functional|4|16|12|192|1|4|3|1|3|192|236.0|96.56|59|75.0|0|14.686306|121.088347|50.61693694|34.2588236|1.341057813|09-01-2023 07:00|09-01-2023 18:00|14.5786085|120.9861|2734|TB|ESTOMATA, Anthony|14.6658717|121.0678729|5 Valerio Kalaw, Quezon City, Metro Manila, Philippines|50.61693693693694|34.258823595808344|1.3410578134587294|Overutilized|14.5786085|120.9861|0.25444471868423174|2.1116057941471116|0.25632439465539836|2.113390340947398|16.26110891702474|Cluster_gthn_10km|car|place|4.3|00:07:30|LINESTRING (121.067899 14.665975,121.06832 14.66597,121.06745999999998 14.66456,121.06812999999998 14.66394,121.06667999999998 14.66299,121.08713000000002 14.686860000000001,121.08851000000001 14.686530000000001,121.08848000000002 14.686440000000001)
52|DOH000000000005087|Bagong Barrio Zone 1 Health Center|NATIONAL CAPITAL REGION|NCR, THIRD DISTRICT|CALOOCAN CITY|BARANGAY 143|Rural Health Unit|Government|01-06-2019|Operational|Functional|5|20|12|240|1|4|4|0|3|320|96.0|30.0|24|100.0|0|14.662467|120.993858|50.61693694|34.2588236|-0.601799326|09-01-2023 07:00|09-01-2023 18:00|14.5786085|120.9861|1047|TB|DELA CRUZ, Aaron Joseph C.|14.7219892|121.0344447|P28C+M64, Novaliches, Quezon City, Metro Manila, Philippines|50.61693693693694|34.258823595808344|-0.6017993256329874|Optimally Utilized|14.5786085|120.9861|0.25444471868423174|2.1116057941471116|0.2559083256150154|2.111741196790481|9.361925985088115|Cluster_10km|car|place|12.7|00:28:02|LINESTRING (121.034508 14.721986,121.03450000000001 14.72182,121.01509999999999 14.71999,121.01477999999999 14.709860000000003,121.01583000000001 14.706070000000006,121.01424 14.704190000000008,121.0136 14.707040000000008,121.0135 14.706580000000008,121.01368 14.705470000000007,121.01411999999999 14.704080000000006,121.02194999999999 14.693430000000003,121.00440999999996 14.69345,120.99965999999993 14.69362,121.00049999999992 14.674600000000003,121.0001799999999 14.672770000000003,121.0001599999999 14.667560000000003)
53|DOH000000000005088|Bagong Baranggay Health Center|NATIONAL CAPITAL REGION|NCR, FIRST DISTRICT|PANDACAN|BARANGAY 842|Rural Health Unit|Government||Operational|Functional|5|20|12|240|1|4|3|1|3|240|52.0|21.67|13|75.0|0|14.585713|121.001145|50.61693694|34.2588236|-0.844948364|09-01-2023 07:00|09-01-2023 18:00|14.5786085|120.9861|402|Covid-19|MANESE, Daryl|14.6103931|120.9868841|Dapitan St, cor Santander St, Sampaloc, Manila, Philippines|50.61693693693694|34.258823595808344|-0.8449483636232819|Optimally Utilized|14.5786085|120.9861|0.25444471868423174|2.1116057941471116|0.2545687156009397|2.111868378933074|1.801488684982523|Cluster_5km|car|place|4.0|00:09:47|LINESTRING (120.986885 14.610392,120.98636 14.609939999999998,120.98944 14.606719999999997,120.99115 14.608079999999996,120.99219000000001 14.607029999999996,120.99387000000002 14.608499999999996,120.99788000000001 14.603909999999997,121.00185000000005 14.58614)
54|DOH000000000005090|Putatan Health Center|NATIONAL CAPITAL REGION|NCR, FOURTH DISTRICT|CITY OF MUNTINLUPA|PUTATAN|Rural Health Unit||25-01-2021|Operational|Functional|5|20|12|240|1|4|4|0|3|320||0.0|0|100.0|0|14.3950221|121.0498869|50.61693694|34.2588236|-1.477486137|09-01-2023 07:00|09-01-2023 18:00|14.5786085|120.9861|2707|TB|TATLONG HARI, Mary Jane M. |14.4199739|121.0346812|1781 Filinvest Ave, Alabang, Muntinlupa, Metro Manila, Philippines|50.61693693693694|34.258823595808344|0.0|Underutilized|14.5786085|120.9861|0.25444471868423174|2.1116057941471116|0.25124053154234843|2.112719085571752|21.53800463317475|Cluster_gthn_10km|car|place|4.7|00:10:09|LINESTRING (121.034718 14.419959,121.0349 14.42031,121.03674 14.422810000000002,121.03907999999998 14.422450000000003,121.03938 14.421610000000005,121.04531000000006 14.417500000000008,121.04530000000005 14.416650000000006,121.04488000000012 14.394710000000014)
55|DOH000000000005172|Calaanan Rural Health Unit|NATIONAL CAPITAL REGION|NCR, THIRD DISTRICT|CALOOCAN CITY|BARANGAY  57|Rural Health Unit|Government|10-07-2019|Operational|Functional|1|4|12|48|1|4|4|0|3|64|79.0|96.56|19.75|100.0|0|14.647703|120.978525|50.61693694|34.2588236|1.341057813|09-01-2023 07:00|09-01-2023 18:00|14.5786085|120.9861|2592|Covid-19|TRINO, Efren G.|14.76847558|121.0370721|MX3C+WPG, A. Mabini St, Sangandaan, Caloocan, Metro Manila, Philippines|50.61693693693694|34.258823595808344|1.3410578134587294|Overutilized|14.5786085|120.9861|0.25444471868423174|2.1116057941471116|0.25565064520425096|2.111473585456273|7.726069808412446|Cluster_10km|car|place|23.0|00:46:28|LINESTRING (121.03716 14.76844,121.03719000000001 14.76718,121.03849000000001 14.76718,121.04015000000003 14.767219999999998,121.04018000000003 14.765439999999996,121.04383000000003 14.765399999999996,121.04374000000001 14.756070000000001,121.03259999999996 14.737190000000007,121.03952 14.721820000000003,121.03720999999996 14.703980000000005,121.03481999999997 14.704530000000005,121.0349 14.700780000000004,121.03428 14.699600000000004,121.03219999999997 14.699090000000005,121.03111999999997 14.699040000000007,121.03051999999995 14.697820000000007,121.03034999999996 14.696710000000008,121.03225999999994 14.696310000000008,121.02789999999992 14.690620000000003,121.02211999999994 14.693459999999995,120.97475999999993 14.653089999999983,120.97606999999992 14.646369999999983,120.97745999999994 14.646459999999982,120.97752999999994 14.64756999999998,120.97860999999995 14.64755999999998,120.97860499999994 14.647705999999982)
56|DOH000000000005173|Tondo Foreshore Health Center|NATIONAL CAPITAL REGION|NCR, FIRST DISTRICT|TONDO I / II|BARANGAY 118|Rural Health Unit|NCR, CITY OF MANILA, FIRST DISTRICT (Not a Province)|15-04-2015|Operational|Functional|5|20|12|240|1|4|4|0|3|320|455.0|96.56|113.75|100.0|0|14.6144124|120.9606653|50.61693694|34.2588236|1.341057813|09-01-2023 07:00|09-01-2023 18:00|14.5786085|120.9861|494|HIV|MANERA, Fernando S. |14.6096971|120.9677432|1012, 312 Moriones St, Tondo, Maynila, 1012 Kalakhang Maynila, Philippines|50.61693693693694|34.258823595808344|1.3410578134587294|Overutilized|14.5786085|120.9861|0.25444471868423174|2.1116057941471116|0.25506961462428657|2.1111618748878547|4.831234069534799|Cluster_5km|car|place|1.5|00:03:56|LINESTRING (120.967803 14.609678,120.96759 14.60903,120.96669000000001 14.608830000000001,120.96632000000001 14.609900000000001,120.96119 14.609560000000007,120.96036 14.614490000000007)
57|DOH000000000005193|Nagpayong Health Center|NATIONAL CAPITAL REGION|NCR, SECOND DISTRICT|CITY OF PASIG|PINAGBUHATAN|Rural Health Unit||02-12-2019|Operational|Functional|5|20|12|240|1|4|3|1|3|240|84.0|35.0|21|75.0|0|14.5450268|121.1024572|50.61693694|34.2588236|-0.455851524|09-01-2023 07:00|09-01-2023 18:00|14.5786085|120.9861|1672|TB|MIRANDA, Emmanuel N.|14.57636261|121.0920004|25 B Harrison, Pasig, 1607 Metro Manila, Philippines|50.61693693693694|34.258823595808344|-0.4558515237180447|Optimally Utilized|14.5786085|120.9861|0.25444471868423174|2.1116057941471116|0.2538586074508148|2.1136366103955133|13.067589953193437|Cluster_gthn_10km|car|place|5.3|00:14:26|LINESTRING (121.091993 14.576338,121.09116 14.57657,121.09078000000001 14.57651,121.09088 14.575300000000002,121.08954 14.5754,121.08937 14.57503,121.08599000000002 14.568430000000003,121.09425000000005 14.567090000000007,121.10246000000008 14.54970000000001,121.1032600000001 14.545910000000017,121.10276000000009 14.545660000000018,121.10303000000008 14.545410000000016)
58|DOH000000000005247|Tatalon Health Center|NATIONAL CAPITAL REGION|NCR, SECOND DISTRICT|QUEZON CITY|TATALON|Rural Health Unit|NCR, SECOND DISTRICT (Not a Province)|02-06-2021|Operational|Functional|3|12|12|144|1|4|1|3|3|48|58.0|96.56|14.5|25.0|0|14.62113|121.013408|50.61693694|34.2588236|1.341057813|09-01-2023 07:00|09-01-2023 18:00|14.5786085|120.9861|3436|HIV|CRUZ, Ronaldo|14.6220442|121.025661|1180 E Rodriguez Sr. Ave, New Manila, Quezon City, 1112 Metro Manila, Philippines|50.61693693693694|34.258823595808344|1.3410578134587294|Overutilized|14.5786085|120.9861|0.25444471868423174|2.1116057941471116|0.2551868588621185|2.112082408659246|5.566883697243606|Cluster_10km|car|place|1.6|00:03:30|LINESTRING (121.025612 14.622181,121.01495999999997 14.61887,121.01511999999997 14.621059999999998,121.01343999999996 14.621239999999998)
59|DOH000000000005248|Masambong Health Center|NATIONAL CAPITAL REGION|NCR, SECOND DISTRICT|QUEZON CITY|MASAMBONG|Rural Health Unit|NCR, SECOND DISTRICT (Not a Province)|14-08-2017|Operational|Functional|5|20|12|240|1|4|4|0|3|320|179.0|55.94|44.75|100.0|0|14.6406473|121.0114956|50.61693694|34.2588236|0.155377871|09-01-2023 07:00|09-01-2023 18:00|14.5786085|120.9861|1561|TB|EVANGELISTA, Jomar|14.676097|121.0435686|M2CQ+74 Quezon City, Metro Manila, Philippines|50.61693693693694|34.258823595808344|0.1553778707017351|Optimally Utilized|14.5786085|120.9861|0.25444471868423174|2.1116057941471116|0.255527500008218|2.112049030982631|7.419891440878213|Cluster_10km|car|place|7.5|00:16:35|LINESTRING (121.043572 14.676097,121.04336999999998 14.67253,121.04325999999998 14.6721,121.01966999999988 14.657770000000006,121.01433999999989 14.657710000000009,121.01963999999991 14.657560000000005,121.01641999999985 14.640630000000005,121.01201999999985 14.63979000000001)
60|DOH000000000005279|Rosario Reyes Health Center|NATIONAL CAPITAL REGION|NCR, FIRST DISTRICT|MALATE|BARANGAY 702|Rural Health Unit|NCR, CITY OF MANILA, FIRST DISTRICT (Not a Province)|09-12-2019|Operational|Functional|5|20|12|240|1|4|1|3|3|80|181.0|96.56|45.25|25.0|1|14.5694871|120.9878414|50.61693694|34.2588236|1.341057813|09-01-2023 07:00|09-01-2023 18:00|14.5786085|120.9861|3167|TB|DOMINGO, Johanna Roman|14.589613|120.9749784|HXPQ+35G, Conde de Gamazo, Intramuros, Manila, Metro Manila, Philippines|50.61693693693694|34.258823595808344|1.3410578134587294|Overutilized|14.5786085|120.9861|0.25444471868423174|2.1116057941471116|0.2542855202218403|2.1116361873107055|1.031421514506452|Cluster_5km|car|place|4.2|00:10:09|LINESTRING (120.97495 14.58959,120.9744 14.58912,120.97362 14.589929999999999,120.97839 14.59384,120.98063000000002 14.590170000000002,120.99132000000004 14.570550000000006)
61|DOH000000000005342|Pedro Gil Health Center|NATIONAL CAPITAL REGION|NCR, FIRST DISTRICT|SANTA ANA|BARANGAY 803|Rural Health Unit|NCR, CITY OF MANILA, FIRST DISTRICT (Not a Province)|31-08-2021|Operational|Functional|2|8|12|96|1|4|3|1|3|96|102.0|96.56|25.5|75.0|0|14.5712846|121.0009084|50.61693694|34.2588236|1.341057813|09-01-2023 07:00|09-01-2023 18:00|14.5786085|120.9861|1168|HIV|CRUZ, Ryan B.|14.573827|120.9824748|H2H2+FG3, Pedro Gil St, Paco, Manila, Metro Manila, Philippines|50.61693693693694|34.258823595808344|1.3410578134587294|Overutilized|14.5786085|120.9861|0.25444471868423174|2.1116057941471116|0.25431689251514494|2.111864249484064|1.7896566522324289|Cluster_5km|car|place|2.6|00:08:32|LINESTRING (120.982531 14.573667,120.98822 14.57603,120.99144000000003 14.570289999999998,120.99167000000001 14.570329999999998,120.99936000000002 14.572619999999999,121.00018000000004 14.572679999999998,121.00134000000004 14.57156,121.00098900000005 14.571209000000001)
62|DOH000000000005582|San Isidro Health Center|NATIONAL CAPITAL REGION|NCR, FOURTH DISTRICT|CITY OF MAKATI|SAN ISIDRO|Rural Health Unit|NCR, FOURTH DISTRICT (Not a Province)|01-04-2021|Operational|Functional|5|20|12|240|1|4|4|0|3|320|172.0|53.75|43|100.0|0|14.55151|121.00442|50.61693694|34.2588236|0.091452733|09-01-2023 07:00|09-01-2023 18:00|14.5786085|120.9861|3477|HIV|ULANDAY, Kim John E.|14.545052|121.0450677|3117 McKinley Rd, Makati, 1220 Metro Manila, Philippines|50.61693693693694|34.258823595808344|0.09145273346299027|Optimally Utilized|14.5786085|120.9861|0.25444471868423174|2.1116057941471116|0.2539717606368801|2.111925538466077|3.600940424022494|Cluster_5km|car|place|6.2|00:12:34|LINESTRING (121.045065 14.545075,121.02936999999996 14.550459999999996,121.02761999999996 14.548939999999996,121.01944999999998 14.542289999999998,121.01908999999998 14.542019999999997,121.01322000000003 14.547549999999996,121.01451000000004 14.548189999999996,121.01358000000005 14.551549999999997,121.01124000000002 14.551309999999996,121.01088000000001 14.551229999999995,121.00737000000001 14.550369999999997,121.00497 14.552249999999997)
63|DOH000000000005625|E. Rodriguez Health Center|NATIONAL CAPITAL REGION|NCR, SECOND DISTRICT|QUEZON CITY|QUIRINO  2-B|Rural Health Unit|Government|01-11-2019|Operational|Functional|2|8|12|96|1|4|4|0|3|128|170.0|96.56|42.5|100.0|0|14.632263|121.063352|50.61693694|34.2588236|1.341057813|09-01-2023 07:00|09-01-2023 18:00|14.5786085|120.9861|1199|TB|BENAVIDEZ, Michael|14.65802245|121.074828|Tandang Sora Ave, Quezon City,Metro Manila,Philippines|50.61693693693694|34.258823595808344|1.3410578134587294|Overutilized|14.5786085|120.9861|0.25444471868423174|2.1116057941471116|0.25538116636774305|2.112954095900862|10.231871550287254|Cluster_gthn_10km|car|place|4.9|00:10:42|LINESTRING (121.07482 14.65805,121.07624 14.65976,121.07427999999997 14.657550000000002,121.07425999999995 14.63495,121.07416999999994 14.633790000000003,121.06429999999995 14.6358,121.06200999999996 14.63434,121.06313999999996 14.63322,121.06329999999996 14.63237,121.06324999999995 14.632249999999999)
64|DOH000000000006028|Lung Center of the Philippines|NATIONAL CAPITAL REGION|NCR, SECOND DISTRICT|QUEZON CITY|CENTRAL|Hospital|Government|01-05-2011|Operational|Functional|5|20|12|240|3|24|24|0|3|1920|96.0|5.0|4|100.0|0|14.6478365|121.0456111|50.61693694|34.2588236|-1.331538335|09-01-2023 07:00|09-01-2023 18:00|14.5786085|120.9861|156|HIV|ESTOMATA, Anthony|14.6658717|121.0678729|5 Valerio Kalaw, Quezon City, Metro Manila, Philippines|50.61693693693694|34.258823595808344|-1.3315383352077006|Underutilized|14.5786085|120.9861|0.25444471868423174|2.1116057941471116|0.25565297521880237|2.112644458783595|10.012891594421275|Cluster_gthn_10km|car|place|5.2|00:10:11|LINESTRING (121.067899 14.665975,121.06832 14.66597,121.06745999999998 14.66456,121.06812999999998 14.66394,121.05139 14.652920000000002,121.04694999999998 14.650560000000006,121.04310999999997 14.647740000000006,121.04252999999997 14.647420000000006,121.04099999999997 14.646500000000005,121.04131999999998 14.646390000000006,121.04299 14.647390000000005,121.04577 14.649060000000006,121.04592000000001 14.648830000000006,121.04508000000001 14.648260000000006,121.04495000000001 14.648340000000006,121.04491000000002 14.648000000000009)
65|DOH000000000006046|National Children's Hospital|NATIONAL CAPITAL REGION|NCR, SECOND DISTRICT|QUEZON CITY|DAMAYANG LAGI|Hospital|NCR, SECOND DISTRICT (Not a Province)|15-11-2013|Operational|Functional|7|28|12|336|1|4|4|0|3|448|274.0|61.16|68.5|100.0|0|14.6204213|121.0210078|50.61693694|34.2588236|0.307747376|09-01-2023 07:00|09-01-2023 18:00|14.5786085|120.9861|3733|HIV|BAWAG, Ernie|14.68211|121.07712|16 Don Faustino, Quezon City, Metro Manila, Philippines|50.61693693693694|34.258823595808344|0.3077473759009352|Optimally Utilized|14.5786085|120.9861|0.25444471868423174|2.1116057941471116|0.25517448971370965|2.112215050191739|5.977121935057512|Cluster_10km|car|place|12.5|00:22:44|LINESTRING (121.077103 14.68212,121.07801999999998 14.68358,121.08299000000001 14.677940000000001,121.05139000000003 14.652920000000007,121.04695000000001 14.650560000000011,121.04311 14.647740000000011,121.04253 14.647420000000011,121.04025 14.64601000000001,121.03731 14.644180000000011,121.04227000000002 14.636710000000011,121.04575000000003 14.630700000000013,121.03362000000001 14.627290000000015,121.03297999999998 14.624080000000014,121.02091299999996 14.620725000000013)
66|DOH000000000006101|Bagong Silang Phase 1 Health Center|NATIONAL CAPITAL REGION|NCR, THIRD DISTRICT|CALOOCAN CITY|BARANGAY 176|Rural Health Unit|Government|04-01-2023|Operational|Functional|5|20|12|240|1|4|4|0|3|320|219.0|68.44|54.75|100.0|0|14.775043|121.045491|50.61693694|34.2588236|0.520247375|09-01-2023 07:00|09-01-2023 18:00|14.5786085|120.9861|1995|Covid-19|BAUTISTA, Danilo Jr , C.|14.77854|121.03601|176, Caloocan, Metro Manila, Philippines|50.61693693693694|34.258823595808344|0.5202473754890917|Optimally Utilized|14.5786085|120.9861|0.25444471868423174|2.1116057941471116|0.25787314747374057|2.1126423626431636|22.75760214468388|Cluster_gthn_10km|car|place|1.5|00:04:37|LINESTRING (121.036011 14.778428,121.03705000000002 14.77994,121.04505000000006 14.776910000000003,121.04482000000006 14.775150000000002)
67|DOH000000000006113|Belmonte Health Center (temporarily in Calabash HC)|NATIONAL CAPITAL REGION|NCR, FIRST DISTRICT|SAMPALOC|BARANGAY 478|Rural Health Unit|Government|08-05-2017|Operational|Functional|5|20|12|240|2|8|8|0|3|640|231.0|36.09|28.88|100.0|0|14.611805|120.992925|50.61693694|34.2588236|-0.424034903|09-01-2023 07:00|09-01-2023 18:00|14.5786085|120.9861|802|Covid-19|SILVESTRE, Sajid|14.571807|121.019685|Hippodromo St, Circuit Makati, Makati, 1630 Metro Manila, Philippines|50.61693693693694|34.258823595808344|-0.4240349029005871|Optimally Utilized|14.5786085|120.9861|0.25444471868423174|2.1116057941471116|0.25502410690937005|2.11172491286856|3.7636328215709307|Cluster_5km|car|place|6.6|00:16:20|LINESTRING (121.01978 14.5717,121.01970999999999 14.57157,121.0188 14.57191,121.01852 14.57126,121.01290999999999 14.57404,121.01213999999999 14.57502,121.00742999999997 14.580149999999996,121.00544999999997 14.586539999999998,121.00251999999998 14.584279999999998,121.00078999999992 14.598449999999989,120.99331999999993 14.609219999999992,120.99332999999993 14.610079999999991,120.99455999999994 14.611239999999993,120.99389999999994 14.610799999999992)
68|DOH000000000006596|Tondo Medical Center|NATIONAL CAPITAL REGION|NCR, FIRST DISTRICT|TONDO I / II|BARANGAY 126|Hospital|NCR, CITY OF MANILA, FIRST DISTRICT (Not a Province)|27-05-2019|Operational|Functional|5|20|12|240|3|24|17|7|3|1360|240.0|17.65|10|70.83333333|0|14.63492|120.96318|50.61693694|34.2588236|-0.962290396|09-01-2023 07:00|09-01-2023 18:00|14.5786085|120.9861|1378|HIV|BUGAWAN, Marcelo G. Jr.|14.62796918|120.9639863|C. Playa, Tondo, Manila, Metro Manila, Philippines|50.61693693693694|34.258823595808344|-0.9622903963628958|Optimally Utilized|14.5786085|120.9861|0.25444471868423174|2.1116057941471116|0.25542753976596855|2.111205764682554|6.729730111941239|Cluster_10km|car|place|0.9|00:03:03|LINESTRING (120.963977 14.627965,120.96377000000001 14.62843,120.96502000000001 14.62896,120.96264000000001 14.634249999999996,120.96317000000002 14.634609999999997,120.96309000000002 14.634859999999996)
69|DOH000000000006986|East Rembo Health Center|NATIONAL CAPITAL REGION|NCR, FOURTH DISTRICT|CITY OF MAKATI|EAST REMBO|Rural Health Unit|Government|03-04-2017|Operational|Functional|5|20|12|240|1|4|4|0|3|320|201.0|62.81|50.25|100.0|0|14.551624|121.062332|50.61693694|34.2588236|0.355910151|09-01-2023 07:00|09-01-2023 18:00|14.5786085|120.9861|1837|TB|MACAPAGAL, Joseph A.|14.545052|121.0450677|3117 McKinley Rd, Makati, 1220 Metro Manila, Philippines|50.61693693693694|34.258823595808344|0.35591015053286645|Optimally Utilized|14.5786085|120.9861|0.25444471868423174|2.1116057941471116|0.25397375031222735|2.112936293542492|8.735676142862758|Cluster_10km|car|place|3.0|00:07:09|LINESTRING (121.045065 14.545075,121.04568 14.54511,121.05299000000005 14.545790000000002,121.05422000000003 14.547410000000003,121.05508000000002 14.549560000000001,121.05554000000004 14.551210000000001,121.05610000000004 14.55179,121.05728000000003 14.551460000000002,121.06107000000004 14.553310000000007,121.06132000000005 14.553520000000008,121.06167000000006 14.554010000000007,121.06351000000008 14.553150000000008,121.06321000000007 14.552130000000009,121.06276000000007 14.551870000000008)
70|DOH000000000007064|San Lorenzo Ruiz General Hospital|NATIONAL CAPITAL REGION|NCR, THIRD DISTRICT|CITY OF MALABON|SANTOLAN|Hospital|NCR, THIRD DISTRICT (Not a Province)|05-01-2015|Operational|Functional|5|20|12|240|1|4|4|0|3|320|100.0|31.25|25|100.0|0|14.6943062|120.9562873|50.61693694|34.2588236|-0.565312375|09-01-2023 07:00|09-01-2023 18:00|14.5786085|120.9861|1495|HIV|LAQUINDANUM, Raul|14.67080616|120.9696261|B. Rivera St, Malabon, Metro Manila, Philippines|50.61693693693694|34.258823595808344|-0.5653123751542517|Optimally Utilized|14.5786085|120.9861|0.25444471868423174|2.1116057941471116|0.2564640244862164|2.111085464373202|13.25880260442107|Cluster_gthn_10km|car|place|3.5|00:09:41|LINESTRING (120.96962 14.67086,120.96919 14.67202,120.96694 14.67286,120.96552 14.67365,120.96351 14.673560000000002,120.96292 14.673590000000003,120.95498999999995 14.69357,120.95623999999995 14.69406)
71|DOH000000000007165|Banlat Health Center|NATIONAL CAPITAL REGION|NCR, SECOND DISTRICT|QUEZON CITY|TANDANG SORA|Rural Health Unit|Government|06-04-2018|Operational|Functional|5|20|12|240|1|4|4|0|3|320|152.0|47.5|38|100.0|0|14.6795153|121.0337896|50.61693694|34.2588236|-0.090982019|09-01-2023 07:00|09-01-2023 18:00|14.5786085|120.9861|2957|TB|CRUZ, Ronaldo|14.6220442|121.025661|1180 E Rodriguez Sr. Ave, New Manila, Quezon City, 1112 Metro Manila, Philippines|50.61693693693694|34.258823595808344|-0.09098201893068807|Optimally Utilized|14.5786085|120.9861|0.25444471868423174|2.1116057941471116|0.25620587458188315|2.112438134686071|12.33783237030434|Cluster_gthn_10km|car|place|8.2|00:18:32|LINESTRING (121.025612 14.622181,121.03147 14.62396,121.02927999999999 14.627580000000002,121.03162999999996 14.637770000000003,121.03040999999996 14.639710000000003,121.03485999999997 14.642500000000004,121.03528999999996 14.642690000000004,121.04080999999998 14.646080000000005,121.03869999999998 14.653710000000006,121.03523999999999 14.654590000000004,121.03218999999994 14.677050000000007,121.03258999999994 14.676910000000007,121.03278999999995 14.677170000000007,121.03356999999995 14.678540000000007,121.03410999999996 14.678630000000007,121.03389199999995 14.679528000000007)
72|DOH000000000007256|Fairview Clinical Laboratory|NATIONAL CAPITAL REGION|NCR, SECOND DISTRICT|QUEZON CITY|FAIRVIEW|Rural Health Unit|Government|22-10-2021|Operational|Functional|3|12|12|144|1|4|4|0|3|192|156.0|81.25|39|100.0|0|14.68854|121.025973|50.61693694|34.2588236|0.894165644|09-01-2023 07:00|09-01-2023 18:00|14.5786085|120.9861|559|HIV|BAWAG, Ernie|14.68211|121.07712|16 Don Faustino, Quezon City, Metro Manila, Philippines|50.61693693693694|34.258823595808344|0.894165643995175|Optimally Utilized|14.5786085|120.9861|0.25444471868423174|2.1116057941471116|0.25636338531088787|2.112301709279759|12.954718379662738|Cluster_gthn_10km|car|place|9.9|00:19:37|LINESTRING (121.077103 14.68212,121.07801999999998 14.68358,121.08299000000001 14.677940000000001,121.07053000000002 14.665550000000003,121.06857 14.671850000000003,121.04905999999995 14.673400000000006,121.03218999999999 14.677049999999998,121.02943999999995 14.6893,121.02789999999996 14.690620000000001,121.02773999999995 14.690420000000003,121.02789999999995 14.690620000000001,121.0260099999999 14.688500000000001)
